ID_Comentario,Texto,Data,Classificacao
496,Excelente custo-benefício!,2022-08-05,Positivo
497,Excelente custo-benefício!,2022-10-11,Neutro
"498,""Entrega super rápida, adorei!"",2023-08-15,Negativo"
499,Demorou muito para chegar.,2022-03-16,Positivo
500,Demorou muito para chegar.,2023-06-17,Negativo
"501,""Péssima qualidade, não recomendo."",2023-07-02,Neutro"
502,Muito satisfeito com a compra.,2023-03-17,Positivo
"503,""Atendimento muito bom, parabéns!"",2022-08-02,Negativo"
504,Muito satisfeito com a compra.,2022-06-23,Negativo
505,Não era o que eu esperava.,2023-07-16,Neutro
"506,""Péssima qualidade, não recomendo."",2023-03-27,Neutro"
507,Não gostei do atendimento.,2023-04-30,Neutro
508,Muito satisfeito com a compra.,2022-06-11,Neutro
"509,""Atendimento muito bom, parabéns!"",2022-12-02,Neutro"
510,Não era o que eu esperava.,2023-10-13,Positivo
511,Muito satisfeito com a compra.,2023-08-22,Neutro
512,Muito satisfeito com a compra.,2022-11-15,Negativo
513,Muito satisfeito com a compra.,2023-11-05,Neutro
"514,""Entrega super rápida, adorei!"",2023-08-31,Neutro"
"515,""Atendimento muito bom, parabéns!"",2022-06-08,Negativo"
516,Excelente custo-benefício!,2023-09-17,Negativo
517,Produto veio com defeito.,2023-09-29,Neutro
518,Não gostei do atendimento.,2022-12-20,Negativo
519,Muito satisfeito com a compra.,2023-09-30,Negativo
"520,""Entrega super rápida, adorei!"",2022-09-22,Neutro"
521,Excelente custo-benefício!,2022-07-12,Negativo
522,Não era o que eu esperava.,2022-03-13,Negativo
523,Não gostei do atendimento.,2023-08-30,Negativo
"524,""Atendimento muito bom, parabéns!"",2022-10-25,Negativo"
"525,""Atendimento muito bom, parabéns!"",2023-11-08,Positivo"
526,Não era o que eu esperava.,2023-11-17,Positivo
527,Não era o que eu esperava.,2023-02-13,Neutro
"528,""Péssima qualidade, não recomendo."",2022-11-20,Negativo"
529,Não era o que eu esperava.,2023-10-08,Positivo
530,Muito satisfeito com a compra.,2022-10-06,Positivo
"531,""Péssima qualidade, não recomendo."",2023-08-30,Positivo"
532,Demorou muito para chegar.,2023-04-16,Negativo
533,Não era o que eu esperava.,2023-10-20,Positivo
534,Não gostei do atendimento.,2022-09-09,Neutro
"535,""Entrega super rápida, adorei!"",2022-04-02,Positivo"
536,Demorou muito para chegar.,2023-02-14,Negativo
"537,""Péssima qualidade, não recomendo."",2023-03-29,Positivo"
"538,""Atendimento muito bom, parabéns!"",2022-04-28,Neutro"
539,Ótimo produto!,2022-11-29,Neutro
540,Não era o que eu esperava.,2023-04-26,Neutro
541,Não gostei do atendimento.,2022-05-08,Positivo
542,Excelente custo-benefício!,2023-08-26,Positivo
"543,""Atendimento muito bom, parabéns!"",2023-11-03,Negativo"
"544,""Entrega super rápida, adorei!"",2023-07-07,Neutro"
545,Excelente custo-benefício!,2022-09-30,Negativo
546,Muito satisfeito com a compra.,2022-09-07,Negativo
547,Demorou muito para chegar.,2022-03-10,Neutro
548,Ótimo produto!,2023-11-03,Neutro
549,Produto veio com defeito.,2023-04-04,Negativo
"550,""Entrega super rápida, adorei!"",2022-01-17,Positivo"
"551,""Péssima qualidade, não recomendo."",2022-08-17,Positivo"
552,Ótimo produto!,2023-11-28,Negativo
553,Muito satisfeito com a compra.,2022-04-29,Negativo
554,Ótimo produto!,2023-06-06,Neutro
555,Produto veio com defeito.,2022-07-24,Negativo
"556,""Entrega super rápida, adorei!"",2022-06-05,Negativo"
557,Ótimo produto!,2022-04-07,Neutro
558,Excelente custo-benefício!,2022-08-23,Positivo
"559,""Atendimento muito bom, parabéns!"",2022-10-12,Positivo"
560,Demorou muito para chegar.,2023-10-10,Negativo
561,Excelente custo-benefício!,2023-01-20,Neutro
562,Demorou muito para chegar.,2022-12-27,Positivo
"563,""Péssima qualidade, não recomendo."",2022-04-26,Neutro"
564,Demorou muito para chegar.,2023-02-04,Neutro
"565,""Péssima qualidade, não recomendo."",2022-04-24,Neutro"
566,Demorou muito para chegar.,2022-04-17,Negativo
"567,""Atendimento muito bom, parabéns!"",2022-07-27,Neutro"
568,Não gostei do atendimento.,2022-03-23,Negativo
569,Não era o que eu esperava.,2023-09-26,Negativo
"570,""Atendimento muito bom, parabéns!"",2022-06-29,Positivo"
571,Demorou muito para chegar.,2022-11-15,Neutro
"572,""Atendimento muito bom, parabéns!"",2023-05-12,Negativo"
573,Excelente custo-benefício!,2023-07-12,Negativo
574,Não gostei do atendimento.,2023-03-14,Negativo
"575,""Péssima qualidade, não recomendo."",2022-11-09,Negativo"
"576,""Atendimento muito bom, parabéns!"",2023-09-01,Neutro"
"577,""Entrega super rápida, adorei!"",2022-06-15,Positivo"
578,Produto veio com defeito.,2022-03-03,Negativo
"579,""Péssima qualidade, não recomendo."",2023-05-08,Negativo"
"580,""Entrega super rápida, adorei!"",2022-03-11,Neutro"
"581,""Péssima qualidade, não recomendo."",2023-10-05,Negativo"
582,Muito satisfeito com a compra.,2023-08-09,Positivo
583,Muito satisfeito com a compra.,2022-05-21,Neutro
584,Produto veio com defeito.,2023-10-22,Positivo
585,Demorou muito para chegar.,2023-08-09,Neutro
586,Ótimo produto!,2022-05-01,Positivo
587,Não gostei do atendimento.,2023-09-24,Negativo
588,Ótimo produto!,2022-12-16,Neutro
589,Produto veio com defeito.,2022-12-03,Positivo
590,Produto veio com defeito.,2023-09-01,Neutro
591,Excelente custo-benefício!,2022-07-31,Negativo
592,Muito satisfeito com a compra.,2022-12-14,Neutro
593,Não gostei do atendimento.,2023-04-04,Positivo
"594,""Péssima qualidade, não recomendo."",2023-01-13,Neutro"
595,Excelente custo-benefício!,2023-10-19,Positivo
596,Muito satisfeito com a compra.,2023-06-11,Neutro
"597,""Entrega super rápida, adorei!"",2023-05-04,Positivo"
"598,""Péssima qualidade, não recomendo."",2022-07-05,Positivo"
599,Ótimo produto!,2022-11-16,Positivo
"600,""Péssima qualidade, não recomendo."",2022-07-17,Neutro"
601,Excelente custo-benefício!,2022-02-16,Positivo
602,Ótimo produto!,2023-05-10,Negativo
603,Demorou muito para chegar.,2022-09-01,Positivo
604,Muito satisfeito com a compra.,2022-03-05,Negativo
"605,""Atendimento muito bom, parabéns!"",2023-03-27,Negativo"
606,Não gostei do atendimento.,2023-04-23,Negativo
"607,""Entrega super rápida, adorei!"",2022-04-10,Negativo"
608,Excelente custo-benefício!,2023-05-05,Neutro
609,Produto veio com defeito.,2022-07-10,Negativo
610,Ótimo produto!,2022-02-14,Negativo
611,Ótimo produto!,2022-11-26,Negativo
612,Muito satisfeito com a compra.,2023-08-24,Positivo
"613,""Atendimento muito bom, parabéns!"",2023-09-02,Positivo"
614,Demorou muito para chegar.,2022-06-21,Positivo
"615,""Entrega super rápida, adorei!"",2023-12-07,Positivo"
"616,""Entrega super rápida, adorei!"",2022-01-06,Positivo"
617,Ótimo produto!,2023-12-12,Neutro
618,Ótimo produto!,2023-12-26,Positivo
619,Não gostei do atendimento.,2023-10-23,Positivo
"620,""Entrega super rápida, adorei!"",2022-10-30,Positivo"
621,Muito satisfeito com a compra.,2023-08-26,Positivo
622,Excelente custo-benefício!,2022-12-28,Neutro
623,Excelente custo-benefício!,2023-06-22,Positivo
624,Produto veio com defeito.,2022-03-25,Negativo
"625,""Entrega super rápida, adorei!"",2022-11-18,Neutro"
626,Muito satisfeito com a compra.,2022-02-28,Positivo
627,Ótimo produto!,2022-03-20,Negativo
628,Ótimo produto!,2022-03-24,Neutro
"629,""Péssima qualidade, não recomendo."",2022-11-20,Negativo"
630,Excelente custo-benefício!,2022-10-12,Negativo
631,Produto veio com defeito.,2022-10-31,Positivo
"632,""Atendimento muito bom, parabéns!"",2023-11-12,Negativo"
633,Excelente custo-benefício!,2022-05-19,Negativo
"634,""Entrega super rápida, adorei!"",2023-07-19,Positivo"
635,Produto veio com defeito.,2023-06-25,Positivo
"636,""Péssima qualidade, não recomendo."",2023-08-27,Negativo"
"637,""Entrega super rápida, adorei!"",2022-11-20,Negativo"
638,Produto veio com defeito.,2022-03-15,Neutro
"639,""Atendimento muito bom, parabéns!"",2022-05-24,Neutro"
640,Não era o que eu esperava.,2023-10-30,Positivo
"641,""Atendimento muito bom, parabéns!"",2023-12-11,Neutro"
642,Não gostei do atendimento.,2022-01-30,Negativo
643,Não era o que eu esperava.,2023-10-05,Negativo
644,Ótimo produto!,2022-03-23,Neutro
645,Muito satisfeito com a compra.,2022-02-13,Neutro
646,Não era o que eu esperava.,2023-09-21,Neutro
"647,""Péssima qualidade, não recomendo."",2022-05-28,Negativo"
"648,""Atendimento muito bom, parabéns!"",2023-04-24,Neutro"
649,Produto veio com defeito.,2022-07-26,Positivo
650,Produto veio com defeito.,2022-08-15,Neutro
651,Muito satisfeito com a compra.,2022-05-13,Positivo
652,Muito satisfeito com a compra.,2023-03-14,Negativo
"653,""Atendimento muito bom, parabéns!"",2023-11-03,Positivo"
654,Excelente custo-benefício!,2023-02-20,Positivo
655,Ótimo produto!,2022-11-04,Neutro
656,Não era o que eu esperava.,2022-01-22,Negativo
"657,""Atendimento muito bom, parabéns!"",2023-04-12,Neutro"
"658,""Péssima qualidade, não recomendo."",2023-11-14,Positivo"
"659,""Entrega super rápida, adorei!"",2022-08-08,Neutro"
"660,""Péssima qualidade, não recomendo."",2022-10-20,Negativo"
661,Produto veio com defeito.,2023-06-02,Positivo
"662,""Entrega super rápida, adorei!"",2022-02-03,Neutro"
663,Demorou muito para chegar.,2023-03-17,Positivo
"664,""Atendimento muito bom, parabéns!"",2023-02-02,Positivo"
665,Ótimo produto!,2022-10-16,Positivo
666,Excelente custo-benefício!,2023-05-18,Positivo
"667,""Atendimento muito bom, parabéns!"",2023-04-28,Positivo"
668,Muito satisfeito com a compra.,2023-02-13,Neutro
669,Produto veio com defeito.,2022-06-28,Positivo
"670,""Atendimento muito bom, parabéns!"",2023-09-16,Neutro"
"671,""Entrega super rápida, adorei!"",2022-07-12,Neutro"
672,Ótimo produto!,2023-12-04,Positivo
673,Muito satisfeito com a compra.,2022-10-30,Positivo
674,Não era o que eu esperava.,2022-07-11,Neutro
"675,""Entrega super rápida, adorei!"",2023-08-04,Negativo"
"676,""Péssima qualidade, não recomendo."",2023-10-05,Positivo"
677,Não gostei do atendimento.,2023-02-11,Neutro
"678,""Entrega super rápida, adorei!"",2023-12-05,Neutro"
679,Produto veio com defeito.,2023-11-24,Neutro
680,Demorou muito para chegar.,2022-11-08,Neutro
681,Não era o que eu esperava.,2022-03-12,Neutro
682,Produto veio com defeito.,2022-03-01,Positivo
683,Excelente custo-benefício!,2023-12-28,Neutro
"684,""Entrega super rápida, adorei!"",2023-04-27,Negativo"
685,Muito satisfeito com a compra.,2022-06-08,Negativo
"686,""Atendimento muito bom, parabéns!"",2022-02-14,Neutro"
687,Excelente custo-benefício!,2023-01-15,Negativo
"688,""Péssima qualidade, não recomendo."",2022-07-23,Negativo"
689,Ótimo produto!,2022-03-02,Negativo
690,Excelente custo-benefício!,2023-01-15,Negativo
691,Excelente custo-benefício!,2023-04-11,Positivo
692,Produto veio com defeito.,2023-05-29,Neutro
693,Demorou muito para chegar.,2023-12-25,Neutro
694,Excelente custo-benefício!,2023-07-13,Neutro
"695,""Atendimento muito bom, parabéns!"",2022-12-07,Positivo"
"696,""Entrega super rápida, adorei!"",2023-06-23,Positivo"
697,Ótimo produto!,2023-10-11,Neutro
698,Ótimo produto!,2023-08-22,Negativo
699,Produto veio com defeito.,2023-05-03,Positivo
700,Produto veio com defeito.,2023-06-05,Negativo
701,Não gostei do atendimento.,2022-04-17,Negativo
"702,""Entrega super rápida, adorei!"",2022-07-23,Positivo"
703,Demorou muito para chegar.,2023-11-04,Neutro
"704,""Entrega super rápida, adorei!"",2023-02-21,Positivo"
705,Demorou muito para chegar.,2022-06-29,Neutro
"706,""Péssima qualidade, não recomendo."",2023-09-30,Positivo"
"707,""Atendimento muito bom, parabéns!"",2022-01-16,Negativo"
708,Muito satisfeito com a compra.,2022-03-26,Neutro
709,Não gostei do atendimento.,2023-01-12,Positivo
710,Não era o que eu esperava.,2023-02-25,Neutro
711,Excelente custo-benefício!,2022-10-18,Positivo
712,Ótimo produto!,2022-05-03,Negativo
713,Demorou muito para chegar.,2022-07-05,Neutro
714,Ótimo produto!,2023-04-09,Positivo
"715,""Péssima qualidade, não recomendo."",2023-10-13,Neutro"
"716,""Péssima qualidade, não recomendo."",2023-02-17,Positivo"
717,Demorou muito para chegar.,2023-05-03,Positivo
"718,""Atendimento muito bom, parabéns!"",2023-11-24,Negativo"
719,Não era o que eu esperava.,2022-12-27,Positivo
720,Não gostei do atendimento.,2023-03-10,Negativo
"721,""Entrega super rápida, adorei!"",2022-09-28,Negativo"
722,Não era o que eu esperava.,2022-01-21,Neutro
723,Não era o que eu esperava.,2022-04-30,Positivo
724,Ótimo produto!,2022-08-18,Negativo
"725,""Atendimento muito bom, parabéns!"",2023-10-17,Neutro"
726,Excelente custo-benefício!,2022-09-02,Positivo
727,Não gostei do atendimento.,2022-12-19,Positivo
"728,""Péssima qualidade, não recomendo."",2022-05-13,Neutro"
729,Não gostei do atendimento.,2023-11-10,Positivo
"730,""Atendimento muito bom, parabéns!"",2022-05-04,Neutro"
731,Não era o que eu esperava.,2023-08-31,Positivo
732,Demorou muito para chegar.,2023-11-24,Negativo
733,Produto veio com defeito.,2022-06-25,Negativo
734,Não era o que eu esperava.,2022-06-10,Negativo
735,Não era o que eu esperava.,2022-12-05,Positivo
736,Demorou muito para chegar.,2023-01-17,Positivo
737,Produto veio com defeito.,2023-02-20,Negativo
"738,""Atendimento muito bom, parabéns!"",2023-11-16,Positivo"
"739,""Péssima qualidade, não recomendo."",2023-10-05,Positivo"
740,Não era o que eu esperava.,2023-02-18,Negativo
741,Demorou muito para chegar.,2023-12-23,Negativo
742,Não era o que eu esperava.,2022-01-12,Negativo
743,Muito satisfeito com a compra.,2022-04-11,Negativo
744,Não gostei do atendimento.,2023-01-20,Positivo
745,Produto veio com defeito.,2022-12-16,Positivo
746,Ótimo produto!,2023-09-25,Positivo
747,Muito satisfeito com a compra.,2022-04-10,Positivo
748,Ótimo produto!,2024-01-01,Negativo
749,Muito satisfeito com a compra.,2022-03-14,Positivo
750,Não gostei do atendimento.,2022-06-21,Neutro
"751,""Atendimento muito bom, parabéns!"",2022-10-01,Positivo"
752,Muito satisfeito com a compra.,2023-10-10,Positivo
753,Excelente custo-benefício!,2023-08-31,Negativo
"754,""Entrega super rápida, adorei!"",2022-03-21,Positivo"
755,Produto veio com defeito.,2023-01-15,Neutro
756,Excelente custo-benefício!,2023-02-05,Negativo
757,Demorou muito para chegar.,2023-10-13,Positivo
758,Não era o que eu esperava.,2023-10-04,Negativo
759,Ótimo produto!,2023-08-27,Positivo
760,Produto veio com defeito.,2022-06-30,Positivo
"761,""Entrega super rápida, adorei!"",2023-05-10,Neutro"
"762,""Péssima qualidade, não recomendo."",2022-01-05,Neutro"
763,Excelente custo-benefício!,2023-09-21,Positivo
"764,""Atendimento muito bom, parabéns!"",2023-11-30,Negativo"
765,Muito satisfeito com a compra.,2023-09-19,Negativo
766,Não era o que eu esperava.,2023-08-21,Negativo
767,Não era o que eu esperava.,2022-05-14,Positivo
768,Não gostei do atendimento.,2022-08-18,Neutro
769,Excelente custo-benefício!,2022-08-26,Negativo
"770,""Entrega super rápida, adorei!"",2022-11-22,Neutro"
771,Produto veio com defeito.,2023-12-06,Neutro
772,Produto veio com defeito.,2022-07-07,Neutro
"773,""Entrega super rápida, adorei!"",2022-09-05,Positivo"
774,Excelente custo-benefício!,2023-06-27,Negativo
775,Não era o que eu esperava.,2022-05-07,Neutro
"776,""Péssima qualidade, não recomendo."",2022-12-24,Negativo"
777,Demorou muito para chegar.,2022-02-16,Neutro
778,Produto veio com defeito.,2023-02-07,Positivo
"779,""Entrega super rápida, adorei!"",2022-03-27,Neutro"
"780,""Entrega super rápida, adorei!"",2023-05-19,Negativo"
781,Ótimo produto!,2022-12-17,Negativo
782,Excelente custo-benefício!,2023-09-04,Positivo
"783,""Atendimento muito bom, parabéns!"",2023-08-22,Neutro"
"784,""Entrega super rápida, adorei!"",2024-01-01,Negativo"
785,Demorou muito para chegar.,2023-11-03,Positivo
786,Excelente custo-benefício!,2023-06-12,Negativo
787,Não gostei do atendimento.,2023-04-03,Neutro
788,Muito satisfeito com a compra.,2022-09-06,Negativo
789,Excelente custo-benefício!,2022-06-11,Positivo
"790,""Entrega super rápida, adorei!"",2022-10-15,Positivo"
"791,""Entrega super rápida, adorei!"",2023-12-26,Positivo"
792,Demorou muito para chegar.,2023-04-09,Positivo
793,Não era o que eu esperava.,2023-03-27,Negativo
794,Demorou muito para chegar.,2023-10-23,Positivo
"795,""Entrega super rápida, adorei!"",2023-04-12,Negativo"
"796,""Péssima qualidade, não recomendo."",2023-12-09,Neutro"
797,Muito satisfeito com a compra.,2023-04-20,Positivo
"798,""Entrega super rápida, adorei!"",2022-08-11,Negativo"
799,Ótimo produto!,2023-10-02,Neutro
800,Muito satisfeito com a compra.,2023-07-07,Negativo
801,Demorou muito para chegar.,2022-05-18,Negativo
802,Excelente custo-benefício!,2022-02-23,Negativo
803,Não era o que eu esperava.,2023-02-02,Positivo
"804,""Atendimento muito bom, parabéns!"",2022-08-04,Neutro"
805,Demorou muito para chegar.,2022-03-06,Negativo
806,Ótimo produto!,2022-01-15,Neutro
"807,""Atendimento muito bom, parabéns!"",2023-12-22,Neutro"
"808,""Entrega super rápida, adorei!"",2023-12-19,Positivo"
809,Não gostei do atendimento.,2023-12-22,Positivo
810,Demorou muito para chegar.,2023-02-11,Positivo
811,Demorou muito para chegar.,2022-03-18,Negativo
812,Ótimo produto!,2022-01-08,Positivo
813,Excelente custo-benefício!,2023-11-18,Neutro
814,Não era o que eu esperava.,2022-05-20,Positivo
815,Excelente custo-benefício!,2022-10-09,Positivo
816,Demorou muito para chegar.,2023-12-21,Neutro
817,Não gostei do atendimento.,2023-11-21,Positivo
"818,""Péssima qualidade, não recomendo."",2022-04-01,Neutro"
"819,""Péssima qualidade, não recomendo."",2022-09-10,Negativo"
820,Demorou muito para chegar.,2023-01-08,Neutro
821,Muito satisfeito com a compra.,2023-01-18,Neutro
822,Muito satisfeito com a compra.,2023-06-05,Negativo
823,Não era o que eu esperava.,2022-07-16,Positivo
"824,""Entrega super rápida, adorei!"",2022-12-29,Neutro"
"825,""Atendimento muito bom, parabéns!"",2022-06-27,Negativo"
"826,""Entrega super rápida, adorei!"",2022-12-22,Neutro"
"827,""Entrega super rápida, adorei!"",2022-03-12,Positivo"
828,Demorou muito para chegar.,2023-08-06,Negativo
829,Excelente custo-benefício!,2023-05-05,Negativo
"830,""Atendimento muito bom, parabéns!"",2022-09-02,Positivo"
"831,""Atendimento muito bom, parabéns!"",2023-01-15,Neutro"
"832,""Atendimento muito bom, parabéns!"",2022-01-30,Neutro"
833,Excelente custo-benefício!,2022-02-23,Positivo
